country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Croatia,2011,female,75+ years,43,225925,19.03,Croatia2011,0.8140000000000001,"62,375,044,443",14890,Silent
Croatia,2011,female,55-74 years,68,545430,12.47,Croatia2011,0.8140000000000001,"62,375,044,443",14890,Boomers
Croatia,2011,male,15-24 years,24,269755,8.9,Croatia2011,0.8140000000000001,"62,375,044,443",14890,Millenials
Croatia,2011,female,35-54 years,52,621895,8.36,Croatia2011,0.8140000000000001,"62,375,044,443",14890,Generation X
Croatia,2011,female,25-34 years,11,304202,3.62,Croatia2011,0.8140000000000001,"62,375,044,443",14890,Millenials
Croatia,2011,female,15-24 years,8,258495,3.09,Croatia2011,0.8140000000000001,"62,375,044,443",14890,Millenials
Croatia,2011,male,5-14 years,2,229413,0.87,Croatia2011,0.8140000000000001,"62,375,044,443",14890,Generation Z
Croatia,2011,female,5-14 years,0,217835,0.0,Croatia2011,0.8140000000000001,"62,375,044,443",14890,Generation Z
Croatia,2012,male,75+ years,99,122607,80.75,Croatia2012,0.8170000000000001,"56,565,475,275",13952,Silent
Croatia,2012,male,55-74 years,207,465550,44.46,Croatia2012,0.8170000000000001,"56,565,475,275",13952,Boomers
Croatia,2012,male,35-54 years,201,591018,34.01,Croatia2012,0.8170000000000001,"56,565,475,275",13952,Generation X
Croatia,2012,female,75+ years,46,232222,19.81,Croatia2012,0.8170000000000001,"56,565,475,275",13952,Silent
Croatia,2012,male,25-34 years,51,294314,17.33,Croatia2012,0.8170000000000001,"56,565,475,275",13952,Millenials
Croatia,2012,male,15-24 years,35,256849,13.63,Croatia2012,0.8170000000000001,"56,565,475,275",13952,Millenials
Croatia,2012,female,55-74 years,73,541956,13.47,Croatia2012,0.8170000000000001,"56,565,475,275",13952,Boomers
Croatia,2012,female,35-54 years,42,594104,7.07,Croatia2012,0.8170000000000001,"56,565,475,275",13952,Generation X
Croatia,2012,female,25-34 years,13,283419,4.59,Croatia2012,0.8170000000000001,"56,565,475,275",13952,Millenials
Croatia,2012,female,15-24 years,5,245431,2.04,Croatia2012,0.8170000000000001,"56,565,475,275",13952,Millenials
Croatia,2012,male,5-14 years,3,219008,1.37,Croatia2012,0.8170000000000001,"56,565,475,275",13952,Generation Z
Croatia,2012,female,5-14 years,1,207818,0.48,Croatia2012,0.8170000000000001,"56,565,475,275",13952,Generation Z
Croatia,2013,male,75+ years,85,126153,67.38,Croatia2013,0.8170000000000001,"58,085,856,019",14362,Silent
Croatia,2013,male,55-74 years,174,469173,37.09,Croatia2013,0.8170000000000001,"58,085,856,019",14362,Boomers
Croatia,2013,male,35-54 years,186,587482,31.66,Croatia2013,0.8170000000000001,"58,085,856,019",14362,Generation X
Croatia,2013,male,25-34 years,59,291832,20.22,Croatia2013,0.8170000000000001,"58,085,856,019",14362,Millenials
Croatia,2013,male,15-24 years,41,254643,16.1,Croatia2013,0.8170000000000001,"58,085,856,019",14362,Millenials
Croatia,2013,female,75+ years,35,237107,14.76,Croatia2013,0.8170000000000001,"58,085,856,019",14362,Silent
Croatia,2013,female,55-74 years,48,544041,8.82,Croatia2013,0.8170000000000001,"58,085,856,019",14362,Boomers
Croatia,2013,female,35-54 years,48,589432,8.14,Croatia2013,0.8170000000000001,"58,085,856,019",14362,Generation X
Croatia,2013,female,25-34 years,9,281138,3.2,Croatia2013,0.8170000000000001,"58,085,856,019",14362,Millenials
Croatia,2013,female,15-24 years,6,243263,2.47,Croatia2013,0.8170000000000001,"58,085,856,019",14362,Millenials
Croatia,2013,male,5-14 years,1,215702,0.46,Croatia2013,0.8170000000000001,"58,085,856,019",14362,Generation Z
Croatia,2013,female,5-14 years,0,204491,0.0,Croatia2013,0.8170000000000001,"58,085,856,019",14362,Generation Z
Croatia,2014,male,75+ years,97,129205,75.07,Croatia2014,0.818,"57,629,518,806",14299,Silent
Croatia,2014,male,55-74 years,193,473836,40.73,Croatia2014,0.818,"57,629,518,806",14299,Boomers
Croatia,2014,male,35-54 years,167,582938,28.65,Croatia2014,0.818,"57,629,518,806",14299,Generation X
Croatia,2014,female,75+ years,42,240853,17.44,Croatia2014,0.818,"57,629,518,806",14299,Silent
Croatia,2014,male,15-24 years,37,251460,14.71,Croatia2014,0.818,"57,629,518,806",14299,Millenials
Croatia,2014,male,25-34 years,42,287190,14.62,Croatia2014,0.818,"57,629,518,806",14299,Millenials
Croatia,2014,female,55-74 years,71,547211,12.97,Croatia2014,0.818,"57,629,518,806",14299,Boomers
Croatia,2014,female,35-54 years,49,583896,8.39,Croatia2014,0.818,"57,629,518,806",14299,Generation X
Croatia,2014,female,15-24 years,12,240071,5.0,Croatia2014,0.818,"57,629,518,806",14299,Millenials
Croatia,2014,female,25-34 years,11,277195,3.97,Croatia2014,0.818,"57,629,518,806",14299,Millenials
Croatia,2014,female,5-14 years,1,202723,0.49,Croatia2014,0.818,"57,629,518,806",14299,Generation Z
Croatia,2014,male,5-14 years,0,213874,0.0,Croatia2014,0.818,"57,629,518,806",14299,Generation Z
Mauritius,2010,male,75+ years,4,12508,31.98,Mauritius2010,0.7559999999999999,"10,003,670,690",8587,Silent
Mauritius,2010,male,25-34 years,18,102081,17.63,Mauritius2010,0.7559999999999999,"10,003,670,690",8587,Generation X
Mauritius,2010,male,35-54 years,28,181881,15.39,Mauritius2010,0.7559999999999999,"10,003,670,690",8587,Generation X
Mauritius,2010,male,15-24 years,15,100282,14.96,Mauritius2010,0.7559999999999999,"10,003,670,690",8587,Millenials
Mauritius,2010,male,55-74 years,11,81700,13.46,Mauritius2010,0.7559999999999999,"10,003,670,690",8587,Silent
Mauritius,2010,female,25-34 years,9,102078,8.82,Mauritius2010,0.7559999999999999,"10,003,670,690",8587,Generation X
Mauritius,2010,female,35-54 years,8,184083,4.35,Mauritius2010,0.7559999999999999,"10,003,670,690",8587,Generation X
Mauritius,2010,female,55-74 years,3,93848,3.2,Mauritius2010,0.7559999999999999,"10,003,670,690",8587,Silent
Mauritius,2010,female,15-24 years,2,98088,2.04,Mauritius2010,0.7559999999999999,"10,003,670,690",8587,Millenials
Mauritius,2010,female,5-14 years,0,92051,0.0,Mauritius2010,0.7559999999999999,"10,003,670,690",8587,Generation Z
Mauritius,2010,female,75+ years,0,21469,0.0,Mauritius2010,0.7559999999999999,"10,003,670,690",8587,Silent
Mauritius,2010,male,5-14 years,0,94862,0.0,Mauritius2010,0.7559999999999999,"10,003,670,690",8587,Generation Z
Mauritius,2011,male,25-34 years,28,101278,27.65,Mauritius2011,0.762,"11,518,393,367",9817,Millenials
Mauritius,2011,male,75+ years,3,12837,23.37,Mauritius2011,0.762,"11,518,393,367",9817,Silent
Mauritius,2011,male,35-54 years,40,182167,21.96,Mauritius2011,0.762,"11,518,393,367",9817,Generation X
Mauritius,2011,male,15-24 years,13,101183,12.85,Mauritius2011,0.762,"11,518,393,367",9817,Millenials
Mauritius,2011,male,55-74 years,11,85760,12.83,Mauritius2011,0.762,"11,518,393,367",9817,Boomers
Mauritius,2011,female,15-24 years,10,99022,10.1,Mauritius2011,0.762,"11,518,393,367",9817,Millenials
Mauritius,2011,female,25-34 years,5,100904,4.96,Mauritius2011,0.762,"11,518,393,367",9817,Millenials
Mauritius,2011,female,55-74 years,3,98036,3.06,Mauritius2011,0.762,"11,518,393,367",9817,Boomers
Mauritius,2011,female,35-54 years,4,185299,2.16,Mauritius2011,0.762,"11,518,393,367",9817,Generation X
Mauritius,2011,female,5-14 years,1,90807,1.1,Mauritius2011,0.762,"11,518,393,367",9817,Generation Z
Mauritius,2011,female,75+ years,0,22119,0.0,Mauritius2011,0.762,"11,518,393,367",9817,Silent
Mauritius,2011,male,5-14 years,0,93940,0.0,Mauritius2011,0.762,"11,518,393,367",9817,Generation Z
Mauritius,2012,male,25-34 years,26,99664,26.09,Mauritius2012,0.772,"11,668,685,524",9884,Millenials
Mauritius,2012,male,35-54 years,37,183077,20.21,Mauritius2012,0.772,"11,668,685,524",9884,Generation X
Mauritius,2012,male,55-74 years,14,90063,15.54,Mauritius2012,0.772,"11,668,685,524",9884,Boomers
Mauritius,2012,male,75+ years,2,13212,15.14,Mauritius2012,0.772,"11,668,685,524",9884,Silent
Mauritius,2012,female,15-24 years,10,99697,10.03,Mauritius2012,0.772,"11,668,685,524",9884,Millenials
Mauritius,2012,male,15-24 years,9,101864,8.84,Mauritius2012,0.772,"11,668,685,524",9884,Millenials
Mauritius,2012,female,25-34 years,6,99373,6.04,Mauritius2012,0.772,"11,668,685,524",9884,Millenials
Mauritius,2012,female,75+ years,1,22801,4.39,Mauritius2012,0.772,"11,668,685,524",9884,Silent
Mauritius,2012,female,35-54 years,5,186881,2.68,Mauritius2012,0.772,"11,668,685,524",9884,Generation X
Mauritius,2012,female,5-14 years,2,89061,2.25,Mauritius2012,0.772,"11,668,685,524",9884,Generation Z
Mauritius,2012,female,55-74 years,2,102269,1.96,Mauritius2012,0.772,"11,668,685,524",9884,Boomers
Mauritius,2012,male,5-14 years,1,92585,1.08,Mauritius2012,0.772,"11,668,685,524",9884,Generation Z
Mauritius,2013,male,25-34 years,19,91452,20.78,Mauritius2013,0.775,"12,129,642,296",10572,Millenials
Mauritius,2013,male,35-54 years,33,178200,18.52,Mauritius2013,0.775,"12,129,642,296",10572,Generation X
Mauritius,2013,male,15-24 years,17,96237,17.66,Mauritius2013,0.775,"12,129,642,296",10572,Millenials
Mauritius,2013,male,75+ years,2,14627,13.67,Mauritius2013,0.775,"12,129,642,296",10572,Silent
Mauritius,2013,male,55-74 years,12,95695,12.54,Mauritius2013,0.775,"12,129,642,296",10572,Boomers
Mauritius,2013,female,15-24 years,8,94321,8.48,Mauritius2013,0.775,"12,129,642,296",10572,Millenials
Mauritius,2013,female,5-14 years,2,87604,2.28,Mauritius2013,0.775,"12,129,642,296",10572,Generation Z
Mauritius,2013,female,35-54 years,3,176180,1.7,Mauritius2013,0.775,"12,129,642,296",10572,Generation X
Mauritius,2013,female,25-34 years,1,89909,1.11,Mauritius2013,0.775,"12,129,642,296",10572,Millenials
Mauritius,2013,female,55-74 years,1,107634,0.93,Mauritius2013,0.775,"12,129,642,296",10572,Boomers
Mauritius,2013,female,75+ years,0,24625,0.0,Mauritius2013,0.775,"12,129,642,296",10572,Silent
Mauritius,2013,male,5-14 years,0,90906,0.0,Mauritius2013,0.775,"12,129,642,296",10572,Generation Z
Mauritius,2014,male,25-34 years,24,90004,26.67,Mauritius2014,0.777,"12,803,445,934",11120,Millenials
Mauritius,2014,male,15-24 years,24,96346,24.91,Mauritius2014,0.777,"12,803,445,934",11120,Millenials
Mauritius,2014,male,35-54 years,41,179164,22.88,Mauritius2014,0.777,"12,803,445,934",11120,Generation X
Mauritius,2014,female,75+ years,2,25080,7.97,Mauritius2014,0.777,"12,803,445,934",11120,Silent
Mauritius,2014,female,25-34 years,7,88430,7.92,Mauritius2014,0.777,"12,803,445,934",11120,Millenials
Mauritius,2014,male,75+ years,1,14983,6.67,Mauritius2014,0.777,"12,803,445,934",11120,Silent
Mauritius,2014,male,55-74 years,6,99760,6.01,Mauritius2014,0.777,"12,803,445,934",11120,Boomers
Mauritius,2014,female,35-54 years,7,176494,3.97,Mauritius2014,0.777,"12,803,445,934",11120,Generation X
Mauritius,2014,female,5-14 years,3,85980,3.49,Mauritius2014,0.777,"12,803,445,934",11120,Generation Z
Mauritius,2014,female,15-24 years,3,94217,3.18,Mauritius2014,0.777,"12,803,445,934",11120,Millenials
Mauritius,2014,female,55-74 years,2,112152,1.78,Mauritius2014,0.777,"12,803,445,934",11120,Boomers
Mauritius,2014,male,5-14 years,0,88814,0.0,Mauritius2014,0.777,"12,803,445,934",11120,Generation Z
Chile,2010,male,75+ years,98,241464,40.59,Chile2010,0.8140000000000001,"218,537,551,220",13874,Silent
Chile,2010,male,35-54 years,607,2329802,26.05,Chile2010,0.8140000000000001,"218,537,551,220",13874,Generation X
Chile,2010,male,25-34 years,307,1289792,23.8,Chile2010,0.8140000000000001,"218,537,551,220",13874,Generation X
Chile,2010,male,55-74 years,273,1162662,23.48,Chile2010,0.8140000000000001,"218,537,551,220",13874,Silent
Chile,2010,male,15-24 years,315,1442868,21.83,Chile2010,0.8140000000000001,"218,537,551,220",13874,Millenials
Chile,2010,female,15-24 years,90,1391250,6.47,Chile2010,0.8140000000000001,"218,537,551,220",13874,Millenials
Chile,2010,female,35-54 years,150,2348223,6.39,Chile2010,0.8140000000000001,"218,537,551,220",13874,Generation X
Chile,2010,female,25-34 years,78,1257779,6.2,Chile2010,0.8140000000000001,"218,537,551,220",13874,Generation X
Chile,2010,female,55-74 years,45,1307594,3.44,Chile2010,0.8140000000000001,"218,537,551,220",13874,Silent
Chile,2010,female,75+ years,10,404348,2.47,Chile2010,0.8140000000000001,"218,537,551,220",13874,Silent
Chile,2010,male,5-14 years,18,1311312,1.37,Chile2010,0.8140000000000001,"218,537,551,220",13874,Generation Z
Chile,2010,female,5-14 years,10,1264757,0.79,Chile2010,0.8140000000000001,"218,537,551,220",13874,Generation Z
Chile,2011,male,75+ years,89,250197,35.57,Chile2011,0.821,"252,251,992,029",15854,Silent
Chile,2011,male,55-74 years,339,1205080,28.13,Chile2011,0.821,"252,251,992,029",15854,Boomers
Chile,2011,male,25-34 years,330,1309717,25.2,Chile2011,0.821,"252,251,992,029",15854,Millenials
Chile,2011,male,35-54 years,575,2350457,24.46,Chile2011,0.821,"252,251,992,029",15854,Generation X
Chile,2011,male,15-24 years,312,1441346,21.65,Chile2011,0.821,"252,251,992,029",15854,Millenials
Chile,2011,female,35-54 years,158,2367343,6.67,Chile2011,0.821,"252,251,992,029",15854,Generation X
Chile,2011,female,25-34 years,67,1274974,5.26,Chile2011,0.821,"252,251,992,029",15854,Millenials
Chile,2011,female,15-24 years,69,1388507,4.97,Chile2011,0.821,"252,251,992,029",15854,Millenials
Chile,2011,female,55-74 years,50,1351263,3.7,Chile2011,0.821,"252,251,992,029",15854,Boomers
Chile,2011,female,75+ years,14,417296,3.35,Chile2011,0.821,"252,251,992,029",15854,Silent
Chile,2011,female,5-14 years,12,1253907,0.96,Chile2011,0.821,"252,251,992,029",15854,Generation Z
Chile,2011,male,5-14 years,12,1300696,0.92,Chile2011,0.821,"252,251,992,029",15854,Generation Z
Chile,2012,male,75+ years,101,258082,39.13,Chile2012,0.8270000000000001,"267,122,320,057",16617,Silent
Chile,2012,male,25-34 years,319,1333713,23.92,Chile2012,0.8270000000000001,"267,122,320,057",16617,Millenials
Chile,2012,male,35-54 years,555,2370451,23.41,Chile2012,0.8270000000000001,"267,122,320,057",16617,Generation X
Chile,2012,male,55-74 years,285,1250017,22.8,Chile2012,0.8270000000000001,"267,122,320,057",16617,Boomers
Chile,2012,male,15-24 years,242,1435400,16.86,Chile2012,0.8270000000000001,"267,122,320,057",16617,Millenials
Chile,2012,female,35-54 years,138,2385205,5.79,Chile2012,0.8270000000000001,"267,122,320,057",16617,Generation X
Chile,2012,female,25-34 years,62,1296016,4.78,Chile2012,0.8270000000000001,"267,122,320,057",16617,Millenials
Chile,2012,female,15-24 years,62,1381401,4.49,Chile2012,0.8270000000000001,"267,122,320,057",16617,Millenials
Chile,2012,female,55-74 years,52,1397521,3.72,Chile2012,0.8270000000000001,"267,122,320,057",16617,Boomers
Chile,2012,female,75+ years,10,429697,2.33,Chile2012,0.8270000000000001,"267,122,320,057",16617,Silent
Chile,2012,male,5-14 years,8,1292347,0.62,Chile2012,0.8270000000000001,"267,122,320,057",16617,Generation Z
Chile,2012,female,5-14 years,7,1245397,0.56,Chile2012,0.8270000000000001,"267,122,320,057",16617,Generation Z
Chile,2013,male,75+ years,82,265665,30.87,Chile2013,0.83,"278,384,332,694",17140,Silent
Chile,2013,male,55-74 years,288,1296922,22.21,Chile2013,0.83,"278,384,332,694",17140,Boomers
Chile,2013,male,25-34 years,298,1359760,21.92,Chile2013,0.83,"278,384,332,694",17140,Millenials
Chile,2013,male,35-54 years,516,2389789,21.59,Chile2013,0.83,"278,384,332,694",17140,Generation X
Chile,2013,male,15-24 years,224,1425807,15.71,Chile2013,0.83,"278,384,332,694",17140,Millenials
Chile,2013,female,35-54 years,130,2401833,5.41,Chile2013,0.83,"278,384,332,694",17140,Generation X
Chile,2013,female,15-24 years,60,1370723,4.38,Chile2013,0.83,"278,384,332,694",17140,Millenials
Chile,2013,female,25-34 years,52,1318935,3.94,Chile2013,0.83,"278,384,332,694",17140,Millenials
Chile,2013,female,55-74 years,54,1445681,3.74,Chile2013,0.83,"278,384,332,694",17140,Boomers
Chile,2013,female,75+ years,14,442189,3.17,Chile2013,0.83,"278,384,332,694",17140,Silent
Chile,2013,male,5-14 years,12,1285975,0.93,Chile2013,0.83,"278,384,332,694",17140,Generation Z
Chile,2013,female,5-14 years,8,1238965,0.65,Chile2013,0.83,"278,384,332,694",17140,Generation Z
Chile,2014,male,75+ years,92,273608,33.62,Chile2014,0.8320000000000001,"260,584,090,571",15883,Silent
Chile,2014,male,55-74 years,308,1345116,22.9,Chile2014,0.8320000000000001,"260,584,090,571",15883,Boomers
Chile,2014,male,35-54 years,536,2408469,22.25,Chile2014,0.8320000000000001,"260,584,090,571",15883,Generation X
Chile,2014,male,25-34 years,289,1384843,20.87,Chile2014,0.8320000000000001,"260,584,090,571",15883,Millenials
Chile,2014,male,15-24 years,238,1413924,16.83,Chile2014,0.8320000000000001,"260,584,090,571",15883,Millenials
Chile,2014,female,35-54 years,127,2417192,5.25,Chile2014,0.8320000000000001,"260,584,090,571",15883,Generation X
Chile,2014,female,25-34 years,60,1340788,4.47,Chile2014,0.8320000000000001,"260,584,090,571",15883,Millenials
Chile,2014,female,15-24 years,58,1357865,4.27,Chile2014,0.8320000000000001,"260,584,090,571",15883,Millenials
Chile,2014,female,55-74 years,52,1494867,3.48,Chile2014,0.8320000000000001,"260,584,090,571",15883,Boomers
Chile,2014,female,75+ years,8,455627,1.76,Chile2014,0.8320000000000001,"260,584,090,571",15883,Silent
Chile,2014,male,5-14 years,12,1280751,0.94,Chile2014,0.8320000000000001,"260,584,090,571",15883,Generation Z
Chile,2014,female,5-14 years,9,1233817,0.73,Chile2014,0.8320000000000001,"260,584,090,571",15883,Generation Z
Armenia,2010,male,75+ years,6,52333,11.47,Armenia2010,0.721,"9,260,284,938",3460,Silent
Armenia,2010,male,55-74 years,13,193100,6.73,Armenia2010,0.721,"9,260,284,938",3460,Silent
Armenia,2010,male,25-34 years,10,202936,4.93,Armenia2010,0.721,"9,260,284,938",3460,Generation X
Armenia,2010,male,35-54 years,15,346739,4.33,Armenia2010,0.721,"9,260,284,938",3460,Generation X
Armenia,2010,male,15-24 years,8,252152,3.17,Armenia2010,0.721,"9,260,284,938",3460,Millenials
Armenia,2010,female,55-74 years,7,253182,2.76,Armenia2010,0.721,"9,260,284,938",3460,Silent
Armenia,2010,female,75+ years,2,81770,2.45,Armenia2010,0.721,"9,260,284,938",3460,Silent
Armenia,2010,female,5-14 years,2,167142,1.2,Armenia2010,0.721,"9,260,284,938",3460,Generation Z
Armenia,2010,female,35-54 years,5,427571,1.17,Armenia2010,0.721,"9,260,284,938",3460,Generation X
Armenia,2010,male,5-14 years,2,191722,1.04,Armenia2010,0.721,"9,260,284,938",3460,Generation Z
Armenia,2010,female,15-24 years,2,270727,0.74,Armenia2010,0.721,"9,260,284,938",3460,Millenials
Armenia,2010,female,25-34 years,1,236851,0.42,Armenia2010,0.721,"9,260,284,938",3460,Generation X
Armenia,2011,female,75+ years,6,86643,6.92,Armenia2011,0.723,"10,142,111,334",3798,Silent
Armenia,2011,male,35-54 years,23,341199,6.74,Armenia2011,0.723,"10,142,111,334",3798,Generation X
Armenia,2011,male,55-74 years,11,194982,5.64,Armenia2011,0.723,"10,142,111,334",3798,Boomers
Armenia,2011,male,25-34 years,8,209914,3.81,Armenia2011,0.723,"10,142,111,334",3798,Millenials
Armenia,2011,male,75+ years,2,55565,3.6,Armenia2011,0.723,"10,142,111,334",3798,Silent
Armenia,2011,male,15-24 years,7,245227,2.85,Armenia2011,0.723,"10,142,111,334",3798,Millenials
Armenia,2011,female,15-24 years,4,259823,1.54,Armenia2011,0.723,"10,142,111,334",3798,Millenials
Armenia,2011,female,55-74 years,3,256541,1.17,Armenia2011,0.723,"10,142,111,334",3798,Boomers
Armenia,2011,female,35-54 years,3,422179,0.71,Armenia2011,0.723,"10,142,111,334",3798,Generation X
Armenia,2011,female,25-34 years,0,244912,0.0,Armenia2011,0.723,"10,142,111,334",3798,Millenials
Armenia,2011,female,5-14 years,0,164004,0.0,Armenia2011,0.723,"10,142,111,334",3798,Generation Z
Armenia,2011,male,5-14 years,0,189377,0.0,Armenia2011,0.723,"10,142,111,334",3798,Generation Z
Armenia,2012,male,75+ years,5,56598,8.83,Armenia2012,0.728,"10,619,320,049",3773,Silent
Armenia,2012,male,35-54 years,26,376743,6.9,Armenia2012,0.728,"10,619,320,049",3773,Generation X
Armenia,2012,male,55-74 years,11,212482,5.18,Armenia2012,0.728,"10,619,320,049",3773,Boomers
Armenia,2012,male,25-34 years,11,245443,4.48,Armenia2012,0.728,"10,619,320,049",3773,Millenials
Armenia,2012,female,75+ years,3,91237,3.29,Armenia2012,0.728,"10,619,320,049",3773,Silent
Armenia,2012,male,15-24 years,5,255119,1.96,Armenia2012,0.728,"10,619,320,049",3773,Millenials
Armenia,2012,female,35-54 years,7,428953,1.63,Armenia2012,0.728,"10,619,320,049",3773,Generation X
Armenia,2012,female,25-34 years,4,259768,1.54,Armenia2012,0.728,"10,619,320,049",3773,Millenials
Armenia,2012,female,55-74 years,4,273394,1.46,Armenia2012,0.728,"10,619,320,049",3773,Boomers
Armenia,2012,female,15-24 years,2,255088,0.78,Armenia2012,0.728,"10,619,320,049",3773,Millenials
Armenia,2012,male,5-14 years,1,192409,0.52,Armenia2012,0.728,"10,619,320,049",3773,Generation Z
Armenia,2012,female,5-14 years,0,167066,0.0,Armenia2012,0.728,"10,619,320,049",3773,Generation Z
Armenia,2013,male,75+ years,7,58640,11.94,Armenia2013,0.731,"11,121,465,767",3957,Silent
Armenia,2013,female,75+ years,6,95093,6.31,Armenia2013,0.731,"11,121,465,767",3957,Silent
Armenia,2013,male,55-74 years,11,218063,5.04,Armenia2013,0.731,"11,121,465,767",3957,Boomers
Armenia,2013,female,55-74 years,11,280566,3.92,Armenia2013,0.731,"11,121,465,767",3957,Boomers
Armenia,2013,male,25-34 years,9,250487,3.59,Armenia2013,0.731,"11,121,465,767",3957,Millenials
Armenia,2013,male,35-54 years,13,370440,3.51,Armenia2013,0.731,"11,121,465,767",3957,Generation X
Armenia,2013,female,35-54 years,6,423841,1.42,Armenia2013,0.731,"11,121,465,767",3957,Generation X
Armenia,2013,male,15-24 years,2,243687,0.82,Armenia2013,0.731,"11,121,465,767",3957,Millenials
Armenia,2013,male,5-14 years,1,193754,0.52,Armenia2013,0.731,"11,121,465,767",3957,Generation Z
Armenia,2013,female,15-24 years,1,242386,0.41,Armenia2013,0.731,"11,121,465,767",3957,Millenials
Armenia,2013,female,25-34 years,0,265616,0.0,Armenia2013,0.731,"11,121,465,767",3957,Millenials
Armenia,2013,female,5-14 years,0,168091,0.0,Armenia2013,0.731,"11,121,465,767",3957,Generation Z
Armenia,2014,male,75+ years,9,60108,14.97,Armenia2014,0.733,"11,609,512,940",4142,Silent
Armenia,2014,female,75+ years,6,98118,6.12,Armenia2014,0.733,"11,609,512,940",4142,Silent
Armenia,2014,male,55-74 years,12,224430,5.35,Armenia2014,0.733,"11,609,512,940",4142,Boomers
Armenia,2014,male,35-54 years,13,363362,3.58,Armenia2014,0.733,"11,609,512,940",4142,Generation X
Armenia,2014,male,25-34 years,6,253461,2.37,Armenia2014,0.733,"11,609,512,940",4142,Millenials
Armenia,2014,female,55-74 years,4,288822,1.38,Armenia2014,0.733,"11,609,512,940",4142,Boomers
Armenia,2014,male,15-24 years,3,230760,1.3,Armenia2014,0.733,"11,609,512,940",4142,Millenials
Armenia,2014,female,15-24 years,2,227895,0.88,Armenia2014,0.733,"11,609,512,940",4142,Millenials
Armenia,2014,female,5-14 years,1,171332,0.58,Armenia2014,0.733,"11,609,512,940",4142,Generation Z
Armenia,2014,female,35-54 years,2,417829,0.48,Armenia2014,0.733,"11,609,512,940",4142,Generation X
Armenia,2014,female,25-34 years,0,269937,0.0,Armenia2014,0.733,"11,609,512,940",4142,Millenials
Armenia,2014,male,5-14 years,0,196975,0.0,Armenia2014,0.733,"11,609,512,940",4142,Generation Z
Ireland,2010,male,35-54 years,166,644763,25.75,Ireland2010,0.9079999999999999,"221,951,354,762",52042,Generation X
Ireland,2010,male,15-24 years,67,301996,22.19,Ireland2010,0.9079999999999999,"221,951,354,762",52042,Millenials
Ireland,2010,male,25-34 years,75,391033,19.18,Ireland2010,0.9079999999999999,"221,951,354,762",52042,Generation X
Ireland,2010,male,55-74 years,66,388038,17.01,Ireland2010,0.9079999999999999,"221,951,354,762",52042,Silent
Ireland,2010,male,75+ years,9,87646,10.27,Ireland2010,0.9079999999999999,"221,951,354,762",52042,Silent
Ireland,2010,female,55-74 years,25,394633,6.33,Ireland2010,0.9079999999999999,"221,951,354,762",52042,Silent
Ireland,2010,female,35-54 years,38,638166,5.95,Ireland2010,0.9079999999999999,"221,951,354,762",52042,Generation X
Ireland,2010,female,25-34 years,19,397846,4.78,Ireland2010,0.9079999999999999,"221,951,354,762",52042,Generation X
Ireland,2010,female,15-24 years,11,296543,3.71,Ireland2010,0.9079999999999999,"221,951,354,762",52042,Millenials
Ireland,2010,female,75+ years,4,128216,3.12,Ireland2010,0.9079999999999999,"221,951,354,762",52042,Silent
Ireland,2010,female,5-14 years,3,290321,1.03,Ireland2010,0.9079999999999999,"221,951,354,762",52042,Generation Z
Ireland,2010,male,5-14 years,3,305656,0.98,Ireland2010,0.9079999999999999,"221,951,354,762",52042,Generation Z
Ireland,2011,male,35-54 years,191,635771,30.04,Ireland2011,0.909,"239,018,536,582",56655,Generation X
Ireland,2011,male,25-34 years,100,369966,27.03,Ireland2011,0.909,"239,018,536,582",56655,Millenials
Ireland,2011,male,15-24 years,78,292307,26.68,Ireland2011,0.909,"239,018,536,582",56655,Millenials
Ireland,2011,male,55-74 years,78,379505,20.55,Ireland2011,0.909,"239,018,536,582",56655,Boomers
Ireland,2011,male,75+ years,11,93030,11.82,Ireland2011,0.909,"239,018,536,582",56655,Silent
Ireland,2011,female,25-34 years,27,386278,6.99,Ireland2011,0.909,"239,018,536,582",56655,Millenials
Ireland,2011,female,35-54 years,38,634499,5.99,Ireland2011,0.909,"239,018,536,582",56655,Generation X
Ireland,2011,female,15-24 years,16,287304,5.57,Ireland2011,0.909,"239,018,536,582",56655,Millenials
Ireland,2011,female,55-74 years,15,383177,3.91,Ireland2011,0.909,"239,018,536,582",56655,Boomers
Ireland,2011,female,5-14 years,0,302715,0.0,Ireland2011,0.909,"239,018,536,582",56655,Generation Z
Ireland,2011,female,75+ years,0,136335,0.0,Ireland2011,0.909,"239,018,536,582",56655,Silent
Ireland,2011,male,5-14 years,0,317962,0.0,Ireland2011,0.909,"239,018,536,582",56655,Generation Z
Ireland,2012,male,35-54 years,192,641319,29.94,Ireland2012,0.91,"225,571,853,194",53443,Generation X
Ireland,2012,male,25-34 years,89,354740,25.09,Ireland2012,0.91,"225,571,853,194",53443,Millenials
Ireland,2012,male,55-74 years,89,388705,22.9,Ireland2012,0.91,"225,571,853,194",53443,Boomers
Ireland,2012,male,15-24 years,59,279882,21.08,Ireland2012,0.91,"225,571,853,194",53443,Millenials
Ireland,2012,male,75+ years,14,96459,14.51,Ireland2012,0.91,"225,571,853,194",53443,Silent
Ireland,2012,female,35-54 years,42,645023,6.51,Ireland2012,0.91,"225,571,853,194",53443,Generation X
